Product,Price,Rating,Description,Url,Review Url
"ASUS Vivobook Pro 15 For Creator, Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gr...",63990.0,4.5,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-pro-15-creator-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-m6500qf-hn741ws-gaming-laptop/p/itmf62d6f5927429?pid=COMGPNG4ZJAFR3PH&lid=LSTCOMGPNG4ZJAFR3PHVKTRCX&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=en_E3m5hlZwzp-8NZIKxLPTFTeoc1OiprSMkEHVS0DykB5K96Xj8_FBBohz8gsjwIwDgANqxroBdsCYrcAO5wBqMQ%3D%3D&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/asus-vivobook-pro-15-creator-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-m6500qf-hn741ws-gaming-laptop/product-reviews/itmf62d6f5927429?pid=COMGPNG4ZJAFR3PH&lid=LSTCOMGPNG4ZJAFR3PHVKTRCX&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=en_E3m5hlZwzp-8NZIKxLPTFTeoc1OiprSMkEHVS0DykB5K96Xj8_FBBohz8gsjwIwDgANqxroBdsCYrcAO5wBqMQ%3D%3D&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 H...,112990.0,5.0,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/asus-zenbook-14-oled-2023-intel-evo-p-series-core-i7-13th-gen-1360p-16-gb-512-gb-ssd-windows-11-home-ux3402va-km741ws-thin-light-laptop/p/itma0dc6484050d6?pid=COMGZDQJ4KUZRCGJ&lid=LSTCOMGZDQJ4KUZRCGJZG0RIN&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGZDQJ4KUZRCGJ.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/asus-zenbook-14-oled-2023-intel-evo-p-series-core-i7-13th-gen-1360p-16-gb-512-gb-ssd-windows-11-home-ux3402va-km741ws-thin-light-laptop/product-reviews/itma0dc6484050d6?pid=COMGZDQJ4KUZRCGJ&lid=LSTCOMGZDQJ4KUZRCGJZG0RIN&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGZDQJ4KUZRCGJ.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
Lenovo Thinkbook Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Lig...,77090.0,4.6,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD38.1 cm (15 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,https://www.flipkart.com/lenovo-thinkbook-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-10-home-tb15-itl-g2-thin-light-laptop/p/itm614fa1a13c916?pid=COMG6VRP5FWV5QJX&lid=LSTCOMG6VRP5FWV5QJXG08FN3&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMG6VRP5FWV5QJX.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-thinkbook-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-10-home-tb15-itl-g2-thin-light-laptop/product-reviews/itm614fa1a13c916?pid=COMG6VRP5FWV5QJX&lid=LSTCOMG6VRP5FWV5QJXG08FN3&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMG6VRP5FWV5QJX.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X...,34115.0,4.2,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20212 Year warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itm260be6d1b6d4e?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQEVXKZI&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=en_E3m5hlZwzp-8NZIKxLPTFTeoc1OiprSMkEHVS0DykB49WdeMbZ_pgcyKzTE831Ld5YXmXti82Dnz1zNjcsFMWg%3D%3D&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/product-reviews/itm260be6d1b6d4e?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQEVXKZI&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=en_E3m5hlZwzp-8NZIKxLPTFTeoc1OiprSMkEHVS0DykB49WdeMbZ_pgcyKzTE831Ld5YXmXti82Dnz1zNjcsFMWg%3D%3D&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
Lenovo Legion 5 Intel Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,129990.0,4.1,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,https://www.flipkart.com/lenovo-legion-5-intel-core-i7-11th-gen-11800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ith6-gaming-laptop/p/itmdee98c77635d7?pid=COMG62ZCYXBHRFZF&lid=LSTCOMG62ZCYXBHRFZFLOMCNF&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMG62ZCYXBHRFZF.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-legion-5-intel-core-i7-11th-gen-11800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ith6-gaming-laptop/product-reviews/itmdee98c77635d7?pid=COMG62ZCYXBHRFZF&lid=LSTCOMG62ZCYXBHRFZFLOMCNF&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMG62ZCYXBHRFZF.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) ...,121900.0,4.4,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty,https://www.flipkart.com/hp-envy-x360-creator-oled-eyesafe-intel-evo-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-15-ew0048tu-thin-light-laptop/p/itma9a17be8da741?pid=COMGH47NZUGAJECQ&lid=LSTCOMGH47NZUGAJECQTGKXZH&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGH47NZUGAJECQ.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/hp-envy-x360-creator-oled-eyesafe-intel-evo-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-15-ew0048tu-thin-light-laptop/product-reviews/itma9a17be8da741?pid=COMGH47NZUGAJECQ&lid=LSTCOMGH47NZUGAJECQTGKXZH&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGH47NZUGAJECQ.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
HP Spectre Eyesafe Intel Evo Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) 16-f1003TU T...,111290.0,4.8,Intel Core i7 Processor (12th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Warranty,https://www.flipkart.com/hp-spectre-eyesafe-intel-evo-core-i7-12th-gen-12700h-16-gb-512-gb-ssd-windows-11-home-16-f1003tu-thin-light-laptop/p/itm0d2179942ce50?pid=COMGJ4YGNM5ZBMVH&lid=LSTCOMGJ4YGNM5ZBMVH4Z7ZMG&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGJ4YGNM5ZBMVH.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/hp-spectre-eyesafe-intel-evo-core-i7-12th-gen-12700h-16-gb-512-gb-ssd-windows-11-home-16-f1003tu-thin-light-laptop/product-reviews/itm0d2179942ce50?pid=COMGJ4YGNM5ZBMVH&lid=LSTCOMGJ4YGNM5ZBMVH4Z7ZMG&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGJ4YGNM5ZBMVH.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
MSI Stealth Core i7 8th Gen 8750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX...,130690.0,4.8,"NVIDIA GeForce RTX 2060Intel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplaySteelSeries Engine 3, Cooler Boost Trinity, Dragon Center 2.0, Nahimic 3, True Color 2.02 Years Carry In Warranty",https://www.flipkart.com/msi-stealth-core-i7-8th-gen-8750h-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-gs65-gaming-laptop/p/itm9847c11cc710f?pid=COMFC9JMMQUZFEFS&lid=LSTCOMFC9JMMQUZFEFS8XTIWM&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMFC9JMMQUZFEFS.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/msi-stealth-core-i7-8th-gen-8750h-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-gs65-gaming-laptop/product-reviews/itm9847c11cc710f?pid=COMFC9JMMQUZFEFS&lid=LSTCOMFC9JMMQUZFEFS8XTIWM&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMFC9JMMQUZFEFS.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
Acer Predator Helios 300 Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDI...,106190.0,4.3,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inches) DisplayAcer Care Center, Acer Product Registration, Planet 9, Predator Sense1 Year International Travelers Warranty (ITW)",https://www.flipkart.com/acer-predator-helios-300-core-i7-11th-gen-11800h-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ph315-54-78cp-ph315-54-gaming-laptop/p/itm78618ac078f66?pid=COMG5KXYKZBETMAE&lid=LSTCOMG5KXYKZBETMAEJL5AKC&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMG5KXYKZBETMAE.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/acer-predator-helios-300-core-i7-11th-gen-11800h-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ph315-54-78cp-ph315-54-gaming-laptop/product-reviews/itm78618ac078f66?pid=COMG5KXYKZBETMAE&lid=LSTCOMG5KXYKZBETMAEJL5AKC&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMG5KXYKZBETMAE.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB SSD/Windows 11 Home/AMD Radeon RX 6600M) 16-C0140...,117990.0,4.0,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year Onsite Warranty",https://www.flipkart.com/hp-omen-ryzen-7-octa-core-amd-r7-5800h-16-gb-1-tb-ssd-windows-11-home-amd-radeon-rx-6600m-16-c0140ax-gaming-laptop/p/itm155c7c722df03?pid=COMGBHZBXBVHCZZR&lid=LSTCOMGBHZBXBVHCZZRKQ0KWR&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGBHZBXBVHCZZR.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/hp-omen-ryzen-7-octa-core-amd-r7-5800h-16-gb-1-tb-ssd-windows-11-home-amd-radeon-rx-6600m-16-c0140ax-gaming-laptop/product-reviews/itm155c7c722df03?pid=COMGBHZBXBVHCZZR&lid=LSTCOMGBHZBXBVHCZZRKQ0KWR&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMGBHZBXBVHCZZR.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
Lenovo Legion 7i Core i7 10th Gen 10875H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForc...,126590.0,3.8,Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20193 Years Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,https://www.flipkart.com/lenovo-legion-7i-core-i7-10th-gen-10875h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2080-super-max-q-81yu0029in-gaming-laptop/p/itm48b72e2122ecd?pid=COMFTPG2HYSS9TW3&lid=LSTCOMFTPG2HYSS9TW3IJZ6ZY&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMFTPG2HYSS9TW3.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-legion-7i-core-i7-10th-gen-10875h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2080-super-max-q-81yu0029in-gaming-laptop/product-reviews/itm48b72e2122ecd?pid=COMFTPG2HYSS9TW3&lid=LSTCOMFTPG2HYSS9TW3IJZ6ZY&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=94034258-ea3c-421f-b3ce-49ec79bc4b00.COMFTPG2HYSS9TW3.SEARCH&ppt=None&ppn=None&ssid=lk4pc1jk8w0000001699188335485&qH=c5d334db81c10595
APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,117900.0,4.6,"Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgne3hn-a/p/itm00c0fe7694856?pid=COMFXEKMT6ZFJKHG&lid=LSTCOMFXEKMT6ZFJKHG2RSIBV&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_73&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMFXEKMT6ZFJKHG.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595,https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgne3hn-a/product-reviews/itm00c0fe7694856?pid=COMFXEKMT6ZFJKHG&lid=LSTCOMFXEKMT6ZFJKHG2RSIBV&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_73&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMFXEKMT6ZFJKHG.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 11 ...,102990.0,4.5,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,https://www.flipkart.com/asus-tuf-gaming-a15-90whr-battery-ryzen-9-octa-core-amd-r9-5900hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-fa506qm-hn124w-laptop/p/itme39ec3890b9f2?pid=COMGFWCYMZRHCHU9&lid=LSTCOMGFWCYMZRHCHU9BDHAEW&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_74&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMGFWCYMZRHCHU9.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595,https://www.flipkart.com/asus-tuf-gaming-a15-90whr-battery-ryzen-9-octa-core-amd-r9-5900hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-fa506qm-hn124w-laptop/product-reviews/itme39ec3890b9f2?pid=COMGFWCYMZRHCHU9&lid=LSTCOMGFWCYMZRHCHU9BDHAEW&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_74&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMGFWCYMZRHCHU9.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Core i7 13th Gen 13700H - (16 GB/512 GB S...,103890.0,4.3,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/asus-tuf-gaming-f15-2023-90whr-battery-intel-h-series-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-140-w-fx507vu-lp083ws-laptop/p/itm2ebfaa275f141?pid=COMGPFPCY3YUVRWZ&lid=LSTCOMGPFPCY3YUVRWZSV5E8K&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_75&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMGPFPCY3YUVRWZ.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595,https://www.flipkart.com/asus-tuf-gaming-f15-2023-90whr-battery-intel-h-series-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-140-w-fx507vu-lp083ws-laptop/product-reviews/itm2ebfaa275f141?pid=COMGPFPCY3YUVRWZ&lid=LSTCOMGPFPCY3YUVRWZSV5E8K&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_75&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMGPFPCY3YUVRWZ.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595
Acer Predator Triton 300 Core i7 10th Gen 10750H - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDI...,130890.0,3.8,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System2 TB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access1 Year International Travelers Warranty (ITW)",https://www.flipkart.com/acer-predator-triton-300-core-i7-10th-gen-10750h-16-gb-2-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-max-q-design-pt315-52-gaming-laptop/p/itm5adc175f74d14?pid=COMFXV7SZ6DK2M8Q&lid=LSTCOMFXV7SZ6DK2M8QV44RJI&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_76&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMFXV7SZ6DK2M8Q.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595,https://www.flipkart.com/acer-predator-triton-300-core-i7-10th-gen-10750h-16-gb-2-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-max-q-design-pt315-52-gaming-laptop/product-reviews/itm5adc175f74d14?pid=COMFXV7SZ6DK2M8Q&lid=LSTCOMFXV7SZ6DK2M8QV44RJI&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_76&otracker=search&otracker1=search&fm=organic&iid=31488ef9-b714-42b5-b69f-17610658ea4a.COMFXV7SZ6DK2M8Q.SEARCH&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,24990.0,4.2,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-grn-thin-light-laptop/p/itma074a71804e83?pid=COMGQHYFTMAKHBAN&lid=LSTCOMGQHYFTMAKHBANLB0BWS&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_77&otracker=search&otracker1=search&fm=organic&iid=en_U4VIVKUErviBwCkPHB8Ftr0WPpOQ_HETylfvMwnm_dQF0QxmvMxuWzakuxCgMh5c0vX2yJUc9PHO1lozKRExhQ%3D%3D&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595,https://www.flipkart.com/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-grn-thin-light-laptop/product-reviews/itma074a71804e83?pid=COMGQHYFTMAKHBAN&lid=LSTCOMGQHYFTMAKHBANLB0BWS&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_4_77&otracker=search&otracker1=search&fm=organic&iid=en_U4VIVKUErviBwCkPHB8Ftr0WPpOQ_HETylfvMwnm_dQF0QxmvMxuWzakuxCgMh5c0vX2yJUc9PHO1lozKRExhQ%3D%3D&ppt=None&ppn=None&ssid=esyvz88vnk0000001699188336358&qH=c5d334db81c10595
